PG.ProteinGroups,UniqueSampleID,Abundance,TREAT1_clean,condition
P98160,20250913_FJ_QZ_Q3,13.012987965515883,low,湿热
P98160,20250913_FJ_QZ_Q4,13.037177929856497,control,湿热
P98160,20250913_FJ_QZ_Q12,12.242390138150759,control,湿热
P98160,20250913_FJ_QZ_Q13,12.651320431393287,control,湿热
P98160,20250913_FJ_QZ_Q14,12.98384507389762,control,湿热
P98160,20250913_FJ_QZ_Q15,12.632296908577736,control,湿热
P98160,20250913_FJ_QZ_Q16,11.793910849301733,control,湿热
P98160,20250913_FJ_QZ_Q18,12.450475286607809,control,湿热
P98160,20250913_FJ_QZ_Q20,12.507752184428194,control,湿热
P98160,20250913_FJ_QZ_Q21,12.666110745930041,control,湿热
P98160,20250913_FJ_QZ_Q22,11.867662020811993,control,湿热
P98160,20250913_FJ_QZ_Q23,12.077186848357053,control,湿热
P98160,20250913_FJ_QZ_Q25,12.230239640367722,control,湿热
P98160,20250913_FJ_QZ_Q26,12.161851986407669,control,湿热
P98160,20250913_FJ_QZ_Q27,12.312107141744498,control,湿热
P98160,20250913_FJ_QZ_Q28,12.252913264664338,control,湿热
P98160,20250913_FJ_QZ_Q29,12.275600240093002,control,湿热
P98160,20250913_FJ_QZ_Q31,11.659285725666642,high,湿热
P98160,20250913_FJ_QZ_Q32,11.964502689742867,high,湿热
P98160,20250913_FJ_QZ_Q33,11.722282439551659,high,湿热
P98160,20250913_FJ_QZ_Q34,12.521619488255988,high,湿热
P98160,20250913_FJ_QZ_Q36,12.640034051976825,low,湿热
P98160,20250913_FJ_QZ_Q37,11.918228518645016,high,湿热
P98160,20250913_FJ_QZ_Q38,12.321499725703639,low,湿热
P98160,20250913_FJ_QZ_Q39,13.143856967710493,high,湿热
P98160,20250913_FJ_QZ_Q41,12.266654737891791,high,湿热
P98160,20250913_FJ_QZ_Q42,12.420361576208602,high,湿热
P98160,20250913_FJ_QZ_Q44,12.50468505037029,low,湿热
P98160,20250913_FJ_QZ_Q45,11.42801698531448,low,湿热
P98160,20250913_FJ_QZ_Q48,12.183234648539928,low,湿热
P98160,20250913_FJ_QZ_Q49,12.481876154573953,low,湿热
P98160,20250913_FJ_QZ_Q50,11.580575784109858,control,湿热
P98160,20250913_FJ_QZ_Q52,12.395241896233784,low,湿热
P98160,20250913_FJ_QZ_Q54,11.485002065774962,control,湿热
P98160,20250913_FJ_QZ_Q55,12.510465510056823,control,湿热
P98160,20250913_FJ_QZ_Q57,12.49453762349508,control,湿热
P98160,20250913_FJ_QZ_Q58,11.60738032367377,low,湿热
P98160,20250913_FJ_QZ_Q59,12.52752783372864,low,湿热
P98160,20250913_FJ_QZ_Q60,12.712829861459124,low,湿热
P98160,20250913_FJ_QZ_Q61,11.954519113445391,control,湿热
P98160,20250913_FJ_QZ_Q62,12.782671538428136,control,湿热
P98160,20250913_FJ_QZ_Q63,12.157737964287458,control,湿热
P98160,20250913_FJ_QZ_Q65,11.809091000126614,control,湿热
P98160,20250913_FJ_QZ_Q66,12.640384956925745,low,湿热
P98160,20250913_FJ_QZ_Q67,12.87893652586211,low,湿热
P98160,20250913_FJ_QZ_Q68,12.094794194197261,control,湿热
P98160,20250913_FJ_QZ_Q69,11.640849609108237,control,湿热
P98160,20250913_FJ_QZ_Q70,13.21053862338617,control,湿热
P98160,20250913_FJ_QZ_Q71,13.141630078181608,control,湿热
P98160,20250913_FJ_QZ_Q72,12.218725813062232,low,湿热
P98160,20250914_FJ_FQ_F47,12.319316135923227,low,湿热
P98160,20250914_FJ_FQ_F51,13.082956095792543,low,湿热
P98160,20250914_FJ_FQ_F53,11.495708911412745,control,湿热
P98160,20250914_FJ_FQ_F54,13.309384340595292,low,湿热
P98160,20250914_FJ_FQ_F55,12.329262024560865,high,湿热
P98160,20250914_FJ_FQ_F56,12.896010084330062,control,湿热
P98160,20250914_FJ_FQ_F57,13.806899538411038,low,湿热
P98160,20250914_FJ_FQ_F58,12.900575809894987,high,湿热
P98160,20250914_FJ_FQ_F62,12.657327827557102,high,湿热
P98160,20250914_FJ_FQ_F66,12.78307116988544,control,湿热
P98160,20250914_FJ_FQ_F69,11.589685316752632,high,湿热
P98160,20250914_FJ_FQ_F70,13.204954506184933,control,湿热
P98160,20250914_FJ_FQ_F71,12.377336847537926,high,湿热
P98160,20250914_FJ_FQ_F72,12.829227509401417,low,湿热
P98160,20250914_FJ_FQ_F74,12.390451728452998,low,湿热
P98160,20250914_FJ_FQ_F75,12.743990601918371,high,湿热
P98160,20250914_FJ_FQ_F77,10.188158088510765,low,湿热
P98160,20250914_FJ_FQ_F79,11.945878598819803,high,湿热
P98160,20250914_FJ_FQ_F81,10.444298604396879,high,湿热
P98160,20250914_FJ_FQ_F83,13.456930011519816,low,湿热
P98160,20250914_FJ_FQ_F84,12.63506921132161,low,湿热
P98160,20250914_FJ_FQ_F85,12.410251935906757,high,湿热
P98160,20250914_FJ_FQ_F88,12.450077648919738,high,湿热
P98160,20250914_FJ_FQ_F89,11.753818112722037,high,湿热
P98160,20250914_FJ_FQ_F93,13.237470236081156,low,湿热
P98160,20250914_FJ_FQ_F94,12.238624277267089,control,湿热
P98160,20250914_FJ_FQ_F102,12.021059601584657,high,湿热
P98160,20250914_FJ_FQ_F105,13.223163876624213,high,湿热
P98160,20250914_FJ_FQ_F106,12.915188628024836,high,湿热
P98160,20250914_FJ_FQ_F107,14.27575566285695,low,湿热
P98160,20250914_FJ_FQ_F110,12.850888055311907,high,湿热
P98160,20250914_FJ_FQ_F111,12.364077999313348,low,湿热
P98160,20250914_FJ_FQ_F118,13.40583469813472,low,湿热
P98160,20250914_FJ_FQ_F121,12.693827864930517,high,湿热
P98160,20250914_FJ_FQ_F122,11.992624708339047,high,湿热
P98160,20250914_FJ_FQ_F123,13.008118258518614,high,湿热
P98160,20250914_FJ_FQ_F124,12.429314660635628,high,湿热
P98160,20250914_FJ_FQ_F125,12.47481375342588,high,湿热
P98160,20250914_FJ_FQ_F126,11.308756745359537,high,湿热
P98160,20250914_FJ_FQ_F128,12.637296603332288,low,湿热
P98160,20250914_FJ_FQ_F129,11.262986163893661,high,湿热
P98160,20250914_FJ_FQ_F131,12.684030733789072,control,湿热
P98160,20250914_FJ_FQ_F135,11.315621692655846,high,湿热
P98160,20250914_FJ_FQ_F137,12.942402552874007,control,湿热
P98160,20250914_FJ_PT_P2,12.439960329973369,control,湿热
P98160,20250914_FJ_PT_P3,12.955168494712085,control,湿热
P98160,20250914_FJ_PT_P4,12.878842255950216,low,湿热
P98160,20250914_FJ_PT_P6,12.029438892882048,high,湿热
P98160,20250914_FJ_PT_P7,13.374032015599038,control,湿热
P98160,20250914_FJ_PT_P8,13.01337123711395,low,湿热
P98160,20250914_FJ_PT_P9,12.833903450600037,low,湿热
P98160,20250914_FJ_PT_P10,12.408185761198638,low,湿热
P98160,20250914_FJ_PT_P11,12.941791896595012,high,湿热
P98160,20250914_FJ_PT_P13,12.323856863108997,low,湿热
P98160,20250914_FJ_PT_P15,12.967241565038915,low,湿热
P98160,20250914_FJ_PT_P17,12.462426759145586,high,湿热
P98160,20250914_FJ_PT_P18,11.885320926723296,high,湿热
P98160,20250914_FJ_PT_P19,12.91982688239268,high,湿热
P98160,20250914_FJ_PT_P20,12.4410716168263,low,湿热
P98160,20250914_FJ_PT_P21,12.262721850838854,high,湿热
P98160,20250914_FJ_PT_P22,12.012418749693952,low,湿热
P98160,20250914_FJ_PT_P23,12.126082282063182,low,湿热
P98160,20250914_FJ_PT_P24,12.861754455494927,high,湿热
P98160,20250914_FJ_PT_P25,11.420887736299555,low,湿热
P98160,20250914_FJ_PT_P26,12.191088741693957,high,湿热
P98160,20250914_FJ_PT_P27,13.352678603283682,high,湿热
P98160,20250914_FJ_PT_P29,12.39286216096161,high,湿热
P98160,20250914_FJ_PT_P30,13.054880338344235,high,湿热
P98160,20250914_FJ_PT_P33,12.210615463000309,high,湿热
P98160,20251001_FJ_FQ_F83,11.8085223591948,low,湿热
P98160,20251001_FJ_FQ_F95,11.322229101915868,high,湿热
P98160,20251001_FJ_FQ_F97,11.847929411340251,high,湿热
P98160,20251001_FJ_FQ_F105,11.014357322711483,high,湿热
P98160,20251001_FJ_FQ_F120,12.18196598730024,high,湿热
P98160,20251001_FJ_FQ_F136,11.729547518004793,control,湿热
P98160,20251001_FJ_FQ_F141,12.937607926327617,control,湿热
P98160,20251001_FJ_FQ_F147,12.308505964094532,high,湿热
P98160,20251001_FJ_FQ_F150,12.074833485124218,control,湿热
P98160,20251001_FJ_FQ_F154,13.263686846451234,high,湿热
P98160,20251001_FJ_FQ_F158,10.941968263343455,high,湿热
