"PG.ProteinGroups","UniqueSampleID","Abundance","TREAT1_clean","condition"
"P98160","20250913_FJ_QZ_Q3",13.0129879655159,"low","湿热"
"P98160","20250913_FJ_QZ_Q4",13.0371779298565,"control","湿热"
"P98160","20250913_FJ_QZ_Q12",12.2423901381508,"control","湿热"
"P98160","20250913_FJ_QZ_Q13",12.6513204313933,"control","湿热"
"P98160","20250913_FJ_QZ_Q14",12.9838450738976,"control","湿热"
"P98160","20250913_FJ_QZ_Q15",12.6322969085777,"control","湿热"
"P98160","20250913_FJ_QZ_Q16",11.7939108493017,"control","湿热"
"P98160","20250913_FJ_QZ_Q18",12.4504752866078,"control","湿热"
"P98160","20250913_FJ_QZ_Q20",12.5077521844282,"control","湿热"
"P98160","20250913_FJ_QZ_Q21",12.66611074593,"control","湿热"
"P98160","20250913_FJ_QZ_Q22",11.867662020812,"control","湿热"
"P98160","20250913_FJ_QZ_Q23",12.0771868483571,"control","湿热"
"P98160","20250913_FJ_QZ_Q25",12.2302396403677,"control","湿热"
"P98160","20250913_FJ_QZ_Q26",12.1618519864077,"control","湿热"
"P98160","20250913_FJ_QZ_Q27",12.3121071417445,"control","湿热"
"P98160","20250913_FJ_QZ_Q28",12.2529132646643,"control","湿热"
"P98160","20250913_FJ_QZ_Q29",12.275600240093,"control","湿热"
"P98160","20250913_FJ_QZ_Q31",11.6592857256666,"high","湿热"
"P98160","20250913_FJ_QZ_Q32",11.9645026897429,"high","湿热"
"P98160","20250913_FJ_QZ_Q33",11.7222824395517,"high","湿热"
"P98160","20250913_FJ_QZ_Q34",12.521619488256,"high","湿热"
"P98160","20250913_FJ_QZ_Q36",12.6400340519768,"low","湿热"
"P98160","20250913_FJ_QZ_Q37",11.918228518645,"high","湿热"
"P98160","20250913_FJ_QZ_Q38",12.3214997257036,"low","湿热"
"P98160","20250913_FJ_QZ_Q39",13.1438569677105,"high","湿热"
"P98160","20250913_FJ_QZ_Q41",12.2666547378918,"high","湿热"
"P98160","20250913_FJ_QZ_Q42",12.4203615762086,"high","湿热"
"P98160","20250913_FJ_QZ_Q44",12.5046850503703,"low","湿热"
"P98160","20250913_FJ_QZ_Q45",11.4280169853145,"low","湿热"
"P98160","20250913_FJ_QZ_Q48",12.1832346485399,"low","湿热"
"P98160","20250913_FJ_QZ_Q49",12.481876154574,"low","湿热"
"P98160","20250913_FJ_QZ_Q50",11.5805757841099,"control","湿热"
"P98160","20250913_FJ_QZ_Q52",12.3952418962338,"low","湿热"
"P98160","20250913_FJ_QZ_Q54",11.485002065775,"control","湿热"
"P98160","20250913_FJ_QZ_Q55",12.5104655100568,"control","湿热"
"P98160","20250913_FJ_QZ_Q57",12.4945376234951,"control","湿热"
"P98160","20250913_FJ_QZ_Q58",11.6073803236738,"low","湿热"
"P98160","20250913_FJ_QZ_Q59",12.5275278337286,"low","湿热"
"P98160","20250913_FJ_QZ_Q60",12.7128298614591,"low","湿热"
"P98160","20250913_FJ_QZ_Q61",11.9545191134454,"control","湿热"
"P98160","20250913_FJ_QZ_Q62",12.7826715384281,"control","湿热"
