"PG.ProteinGroups","UniqueSampleID","Abundance","TREAT1_clean","condition"
"O14786","20250913_FJ_QZ_Q3",15.3262846415277,"low","湿热"
"O14786","20250913_FJ_QZ_Q4",14.7633789424826,"control","湿热"
"O14786","20250913_FJ_QZ_Q12",14.6404310758213,"control","湿热"
"O14786","20250913_FJ_QZ_Q13",14.7407974681655,"control","湿热"
"O14786","20250913_FJ_QZ_Q14",15.1541110231433,"control","湿热"
"O14786","20250913_FJ_QZ_Q15",14.8648438571351,"control","湿热"
"O14786","20250913_FJ_QZ_Q16",14.1458687260897,"control","湿热"
"O14786","20250913_FJ_QZ_Q18",14.8048727982375,"control","湿热"
"O14786","20250913_FJ_QZ_Q20",14.5388593452895,"control","湿热"
"O14786","20250913_FJ_QZ_Q21",14.7041472353737,"control","湿热"
"O14786","20250913_FJ_QZ_Q22",13.9450581641462,"control","湿热"
"O14786","20250913_FJ_QZ_Q23",13.7478626051049,"control","湿热"
"O14786","20250913_FJ_QZ_Q25",14.5847517492536,"control","湿热"
"O14786","20250913_FJ_QZ_Q26",14.7689835670682,"control","湿热"
"O14786","20250913_FJ_QZ_Q27",14.7773809450572,"control","湿热"
"O14786","20250913_FJ_QZ_Q28",14.4076058096012,"control","湿热"
"O14786","20250913_FJ_QZ_Q29",14.5439774535841,"control","湿热"
"O14786","20250913_FJ_QZ_Q31",13.7217476669522,"high","湿热"
"O14786","20250913_FJ_QZ_Q32",14.5307173244929,"high","湿热"
"O14786","20250913_FJ_QZ_Q33",14.261467567282,"high","湿热"
"O14786","20250913_FJ_QZ_Q34",14.3624515402501,"high","湿热"
"O14786","20250913_FJ_QZ_Q36",14.6905772492498,"low","湿热"
"O14786","20250913_FJ_QZ_Q37",14.5130622710752,"high","湿热"
"O14786","20250913_FJ_QZ_Q38",14.4251820897381,"low","湿热"
"O14786","20250913_FJ_QZ_Q39",14.9906877628416,"high","湿热"
"O14786","20250913_FJ_QZ_Q41",14.4575115153872,"high","湿热"
