PG.ProteinGroups,missing_pct
A0A024R1R8;Q9Y2S6,45.08670520231214
A0A075B6H9,2.119460500963391
A0A075B6I0,9.633911368015415
A0A075B6I1,43.73795761078998
A0A075B6I4,29.47976878612717
A0A075B6I9,48.16955684007707
A0A075B6J1,78.42003853564547
A0A075B6J9,7.514450867052023
A0A075B6K2,79.96146435452793
A0A075B6K4,9.05587668593449
A0A075B6K5,0.0
A0A075B6K6,79.76878612716763
A0A075B6P5;P01615,1.348747591522158
A0A075B6Q5,51.05973025048169
A0A075B6R2,36.41618497109826
A0A075B6R9;A0A0C4DH68,23.314065510597302
A0A075B6S2,69.7495183044316
A0A075B6S5,65.1252408477842
A0A075B6S6,89.59537572254335
A0A075B6S9;P0DSN7,83.42967244701349
A0A087WSX0,0.7707129094412332
A0A087WSY4,32.75529865125241
A0A087WSY6,25.240847784200387
A0A087WSZ0,87.09055876685935
A0A087WW87;P01614,70.90558766859345
A0A0A0MRZ8;P04433,0.7707129094412332
A0A0A0MRZ9,83.23699421965318
A0A0A0MS00,98.84393063583815
A0A0A0MS15,0.5780346820809248
A0A0A0MT36,66.28131021194605
A0A0A0MT89,60.886319845857415
A0A0B4J1U3,47.97687861271676
A0A0B4J1U7,2.8901734104046244
A0A0B4J1V0,3.0828516377649327
A0A0B4J1V2,30.057803468208093
A0A0B4J1V6,32.5626204238921
A0A0B4J1X5,0.7707129094412332
A0A0B4J1Y8,10.211946050096339
A0A0B4J1Y9,0.0
A0A0B4J2D9;P0DP09,76.878612716763
A0A0C4DH24,82.46628131021194
A0A0C4DH25,6.165703275529865
A0A0C4DH29,49.71098265895954
A0A0C4DH31,28.709055876685934
A0A0C4DH33,57.61078998073218
A0A0C4DH34,7.7071290944123305
A0A0C4DH35,72.63969171483622
A0A0C4DH36,23.314065510597302
A0A0C4DH38,6.358381502890173
A0A0C4DH39,98.45857418111753
A0A0C4DH43,9.441233140655106
A0A0C4DH67,10.404624277456648
A0A0G2JS06,11.175337186897881
A0A0J9YVY3,76.878612716763
A0A0J9YWL9,90.7514450867052
A0A0J9YX35,7.89980732177264
A0A0J9YXX1,23.314065510597302
A0A1B0GTC6,0.0
A0A494C071,87.28323699421965
A0AV96,87.86127167630057
A0AVT1,73.60308285163777
A0FGR8,55.68400770712909
A0M8Q6,1.7341040462427744
A0PJW8,40.07707129094412
A1A4S6,84.00770712909441
A1L4H1,0.0
A1X283;Q5TCZ1,95.95375722543352
A2A2Y4,97.6878612716763
A2A3L6,14.258188824662813
A2CJ06,12.138728323699421
A2NJV5,0.0
A2PYH4,92.10019267822736
A2RRP1,89.40269749518305
A2RUS2,71.29094412331408
A4D1P6,57.22543352601156
A6NDG6,9.633911368015415
A6NDU8,75.52986512524085
A6NH11,41.811175337186896
A6NHL2,97.88053949903662
A6NL88,4.238921001926782
A6NM11;A6NMS7,10.01926782273603
A6NML5,27.167630057803464
A6QL63,94.99036608863199
A8CG34;Q96HA1,72.0616570327553
A8K0Z3;A8MWX3;C4AMC7;Q6VEQ5;Q9NQA3,92.8709055876686
A8K2U0,37.76493256262042
A8MYB1,8.670520231213873
B0I1T2,2.119460500963391
B2RUZ4,13.294797687861271
B5ME19;Q99613,88.82466281310212
E9PAV3,19.460500963391137
L0R6Q1,96.53179190751445
O00116,87.09055876685935
O00139,45.08670520231214
O00148,65.51059730250482
O00151,5.394990366088632
O00154,41.040462427745666
O00159,28.901734104046245
O00160,43.15992292870906
O00161,23.121387283236995
O00170,85.16377649325626
O00175,83.04431599229287
O00186,15.221579961464354
O00187,0.0
O00194,7.89980732177264
O00203,44.3159922928709
O00204,87.28323699421965
O00231,7.89980732177264
O00232,14.258188824662813
O00233,25.818882466281313
O00241,84.39306358381504
O00244,84.00770712909441
O00253,99.61464354527938
O00264,9.633911368015415
O00292;O75610,86.1271676300578
O00299,0.0
O00303,68.20809248554913
O00339,8.092485549132949
O00391,0.0
O00410,19.460500963391137
O00429,17.91907514450867
O00442,61.657032755298644
O00453,78.61271676300578
O00461,0.0
O00468,0.0
O00471,85.35645472061657
O00483,71.67630057803468
O00487,13.294797687861271
O00499,97.10982658959537
O00505,79.38342967244701
O00522,96.53179190751445
O00533,0.0
O00560,2.119460500963391
O00571,40.26974951830443
O00585,45.664739884393065
O00587,65.89595375722543
O00592,0.0
O00602,10.01926782273603
O00622,52.02312138728323
O00629,52.601156069364166
O00743,35.64547206165704
O00748,64.16184971098265
O14498,7.7071290944123305
O14523,83.8150289017341
O14558,62.813102119460495
O14579,68.40077071290945
O14594,0.0
O14602;P47813,7.321772639691715
O14617,51.445086705202314
O14618,48.747591522158
O14645,6.74373795761079
O14646;O14647,68.20809248554913
O14656,19.07514450867052
O14672,0.5780346820809248
O14717,43.54527938342967
O14727,92.10019267822736
O14732,70.32755298651252
O14735,89.98073217726397
O14737,53.179190751445084
O14744,36.80154142581888
O14745,0.5780346820809248
O14773,21.772639691714836
O14775,84.20038535645472
O14786,0.0
O14787,93.44894026974951
O14791,0.0
O14818,1.5414258188824663
O14880,95.18304431599229
O14920,92.29287090558766
O14950;P19105,0.7707129094412332
O14960,0.0
O14964,55.29865125240848
O14974,54.91329479768786
O14976,90.36608863198458
O14979,32.5626204238921
O14980,37.57225433526011
O14983,31.79190751445087
O15013;Q9HCE6,58.95953757225434
O15031,11.560693641618498
O15033,65.3179190751445
O15067,74.56647398843931
O15075,97.10982658959537
O15084,38.921001926782274
O15111,47.398843930635834
O15116,95.56840077071291
O15117,16.377649325626205
O15118,72.83236994219652
O15126,93.0635838150289
O15127,93.25626204238921
O15143,11.946050096339114
O15144,4.624277456647398
O15145,2.312138728323699
O15155,91.90751445086705
O15173,73.98843930635837
O15194,88.82466281310212
O15204,0.0
O15212,82.46628131021194
O15213,97.6878612716763
O15230,73.02504816955684
O15231,77.26396917148362
O15258,87.28323699421965
O15260,62.6204238921002
O15264,73.60308285163777
O15269,96.53179190751445
O15294,96.91714836223507
O15305,61.078998073217726
O15327,86.51252408477842
O15335,0.0
O15357,94.60500963391137
O15371,53.5645472061657
O15372,77.84200385356455
O15389,89.59537572254335
O15394,84.97109826589595
O15400,1.5414258188824663
O15427,68.40077071290945
O15439,48.747591522158
O15466,0.1926782273603083
O15498,12.909441233140656
O15511,4.624277456647398
O15533,58.1888246628131
O43143,71.86897880539499
O43149,43.73795761078998
O43150,71.48362235067437
O43157,0.0
O43169,86.1271676300578
O43173,18.88246628131021
O43175,58.57418111753372
O43181,92.29287090558766
O43182,64.35452793834297
O43242,22.54335260115607
O43294,46.24277456647399
O43298,71.48362235067437
O43306,86.89788053949904
O43312,70.71290944123314
O43314,96.91714836223507
O43324,77.07129094412332
O43390,65.51059730250482
O43396,9.826589595375722
O43399,8.863198458574182
O43447,90.7514450867052
O43451,79.57610789980733
O43488,20.03853564547206
O43491,11.368015414258188
O43493,70.13487475915221
O43504,68.97880539499036
O43505,20.809248554913296
O43516,50.09633911368015
O43529,7.514450867052023
O43548,67.82273603082851
O43561,83.23699421965318
O43566,87.47591522157995
O43583,67.2447013487476
O43598,85.9344894026975
O43615,78.42003853564547
O43617,77.26396917148362
O43633,45.08670520231214
O43639,52.601156069364166
O43665,42.77456647398844
O43676,92.8709055876686
O43678,94.60500963391137
O43681,15.606936416184972
O43684,95.56840077071291
O43704,98.45857418111753
O43707,3.275529865125241
O43747,46.82080924855491
O43752,85.9344894026975
O43765,79.1907514450867
O43768,67.63005780346822
O43776,80.34682080924856
O43813,44.3159922928709
O43815,82.46628131021194
O43847,30.63583815028902
O43852,0.0
O43865,81.88824662813103
O43866,0.1926782273603083
O43895,63.969171483622354
O43897,11.560693641618498
O43915,72.63969171483622
O43920,95.37572254335261
O60229,26.011560693641616
O60234,23.699421965317917
O60240,12.909441233140656
O60241,76.878612716763
O60245,16.184971098265898
O60256,28.516377649325626
O60262,62.23506743737958
O60268,71.48362235067437
O60269,95.18304431599229
O60279,0.0
O60281,48.94026974951831
O60306,25.240847784200387
O60313,79.38342967244701
O60330,80.92485549132948
O60333,99.22928709055877
O60437,57.996146435452786
O60462,0.0
O60476,1.5414258188824663
O60488,27.360308285163775
O60493,13.48747591522158
O60496,73.98843930635837
O60506,36.41618497109826
O60507,51.637764932562625
O60512,63.005780346820806
O60568,79.76878612716763
O60610,9.826589595375722
O60613,30.828516377649322
O60664,2.312138728323699
O60667,46.82080924855491
O60687,74.95183044315993
O60704,2.119460500963391
O60716,84.77842003853564
